Program ID of SkyWatcher Network training:5598

Program command: 
 ['TrainSkyWatcher.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Images_ROI_29_140_140', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/Labels_ROI_23_127_127', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test dataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)
segmentation label: 23*127*127 with spacing size(5*2*2) segmentation label with value (0,1,2) which erases lymph node label

This is a multi-task learning. 

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.
segmentation loss function: focus loss  with weight [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.
        

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-10 16:12:26.598419
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher

Now program get 140 input files.
Infor: In all data of 140 files, respone 0 has 41 files,
	  and response 1 has 99 files 
==== Regenerate training set and validation set by random with same distribution of 0 and 1 ==== 
Infor: Validation Set has 27 files,and Training Set has 113 files
TrainTestData Input:  batchSize=4, depth=29, height=140, width=140

Info: the size of bottle neck in the net = 128* (1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 8,134,012 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Infor: Segmentation Cross Entropy Weight: [1.0416883685076772, 39.37007874015748, 68.39945280437757] for label (0, 1, 2)
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 	FocalCELoss with weight of 1; 
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), 	
 test Dice_2 is for metastasis(yellow), 	
 and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), 	
 TPR_2 is for metastasis(yellow), 	
 and TPR_3 is for invaded lymph node(brown).

Dice is based on all 2D segmented slices in the volume from weak annotation, not real 3D dice.

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r	TsLoss	Dice0	Dice1	Dice2	TPR_0	TPR_1	TPR_2	Accura	TPR_r
441	0.2125	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.7407	0.338	0.320	0.255	0.599	0.487	0.454	0.6667	1.0000
442	0.2145	0.000	0.000	0.000	0.000	0.000	0.000	0.6500	1.0000	0.6696	0.335	0.321	0.276	0.734	0.612	0.510	0.6667	1.0000
443	0.2185	0.000	0.000	0.000	0.000	0.000	0.000	0.7679	1.0000	0.5572	0.368	0.395	0.291	0.796	0.670	0.537	0.7083	1.0000
444	0.2380	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.5468	0.364	0.317	0.302	0.737	0.494	0.585	0.6667	1.0000
445	0.1844	0.684	0.748	0.611	0.999	0.992	0.995	0.7054	1.0000	0.6510	0.319	0.338	0.234	0.582	0.504	0.409	0.7917	1.0000
446	0.2184	0.000	0.000	0.000	0.000	0.000	0.000	0.6591	1.0000	0.6710	0.381	0.377	0.298	0.693	0.561	0.533	0.7083	1.0000
447	0.1982	0.000	0.000	0.000	0.000	0.000	0.000	0.6944	1.0000	0.6770	0.289	0.295	0.227	0.463	0.329	0.384	0.7500	1.0000
448	0.2192	0.000	0.000	0.000	0.000	0.000	0.000	0.7292	1.0000	0.7089	0.317	0.312	0.264	0.532	0.441	0.463	0.6667	1.0000
449	0.2144	0.000	0.000	0.000	0.000	0.000	0.000	0.6923	1.0000	0.6073	0.319	0.319	0.264	0.681	0.585	0.486	0.6667	1.0000
450	0.1840	0.684	0.745	0.612	0.999	0.993	0.995	0.7143	1.0000	0.8156	0.321	0.271	0.257	0.516	0.418	0.411	0.7500	1.0000
451	0.2201	0.000	0.000	0.000	0.000	0.000	0.000	0.8250	1.0000	0.6956	0.330	0.316	0.248	0.701	0.560	0.510	0.6667	1.0000
452	0.2057	0.000	0.000	0.000	0.000	0.000	0.000	0.6944	1.0000	0.7057	0.335	0.344	0.268	0.702	0.626	0.469	0.7083	1.0000
453	0.2149	0.000	0.000	0.000	0.000	0.000	0.000	0.6818	1.0000	0.6288	0.355	0.329	0.303	0.757	0.594	0.583	0.7083	1.0000
454	0.2139	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.6240	0.343	0.334	0.273	0.774	0.545	0.566	0.7083	1.0000
455	0.1842	0.684	0.747	0.612	0.999	0.992	0.995	0.7143	1.0000	0.7727	0.357	0.362	0.231	0.603	0.498	0.431	0.6667	1.0000
456	0.2159	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.6428	0.352	0.337	0.285	0.766	0.593	0.561	0.6667	1.0000
457	0.2107	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.7649	0.371	0.431	0.266	0.707	0.621	0.490	0.7083	1.0000
458	0.2178	0.000	0.000	0.000	0.000	0.000	0.000	0.5938	1.0000	0.6654	0.387	0.401	0.315	0.690	0.587	0.544	0.7083	1.0000
459	0.2149	0.000	0.000	0.000	0.000	0.000	0.000	0.7083	1.0000	0.7429	0.330	0.323	0.254	0.700	0.563	0.503	0.7083	1.0000
460	0.1841	0.683	0.745	0.610	0.999	0.993	0.995	0.7054	1.0000	0.6987	0.363	0.374	0.259	0.605	0.490	0.446	0.6667	1.0000
461	0.2110	0.000	0.000	0.000	0.000	0.000	0.000	0.6833	1.0000	0.6695	0.374	0.353	0.250	0.643	0.473	0.501	0.7083	1.0000
462	0.2196	0.000	0.000	0.000	0.000	0.000	0.000	0.7321	1.0000	0.6077	0.374	0.385	0.250	0.668	0.588	0.451	0.7083	1.0000
463	0.2259	0.000	0.000	0.000	0.000	0.000	0.000	0.7250	1.0000	0.6139	0.380	0.391	0.229	0.681	0.613	0.429	0.7500	1.0000
464	0.2107	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.7956	0.364	0.383	0.255	0.657	0.530	0.518	0.7500	1.0000
465	0.1833	0.684	0.745	0.612	0.999	0.993	0.995	0.7054	1.0000	0.8267	0.331	0.302	0.221	0.539	0.411	0.421	0.6667	1.0000
466	0.2034	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.7681	0.269	0.218	0.224	0.431	0.248	0.375	0.7500	1.0000
467	0.2244	0.000	0.000	0.000	0.000	0.000	0.000	0.6818	1.0000	0.6438	0.349	0.365	0.257	0.721	0.559	0.579	0.7083	1.0000
468	0.2137	0.000	0.000	0.000	0.000	0.000	0.000	0.6923	1.0000	0.6502	0.358	0.350	0.255	0.622	0.495	0.518	0.7083	1.0000
469	0.2228	0.000	0.000	0.000	0.000	0.000	0.000	0.7143	1.0000	0.5440	0.392	0.417	0.307	0.738	0.589	0.636	0.7083	1.0000
470	0.1842	0.683	0.744	0.612	0.999	0.993	0.995	0.7054	1.0000	0.8250	0.348	0.344	0.225	0.481	0.425	0.337	0.6667	1.0000
471	0.1994	0.000	0.000	0.000	0.000	0.000	0.000	0.7794	1.0000	0.6583	0.365	0.423	0.254	0.677	0.685	0.440	0.7083	1.0000
472	0.2136	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.5721	0.351	0.325	0.283	0.796	0.591	0.591	0.6667	1.0000
473	0.2182	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6319	0.353	0.392	0.266	0.810	0.683	0.608	0.7083	1.0000
474	0.2072	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.7508	0.360	0.366	0.271	0.614	0.479	0.459	0.7083	1.0000
475	0.1831	0.685	0.744	0.613	0.999	0.993	0.995	0.7054	1.0000	0.7607	0.323	0.292	0.275	0.521	0.448	0.393	0.6667	1.0000
476	0.2083	0.000	0.000	0.000	0.000	0.000	0.000	0.6250	1.0000	0.6801	0.350	0.358	0.269	0.629	0.560	0.454	0.6667	1.0000
477	0.2086	0.000	0.000	0.000	0.000	0.000	0.000	0.7059	1.0000	0.6423	0.367	0.393	0.270	0.740	0.631	0.473	0.6667	1.0000
478	0.2160	0.000	0.000	0.000	0.000	0.000	0.000	0.6042	1.0000	0.6315	0.393	0.389	0.299	0.659	0.571	0.513	0.7083	1.0000
479	0.2331	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6735	0.381	0.347	0.301	0.722	0.523	0.550	0.6667	1.0000
480	0.1830	0.683	0.744	0.610	0.999	0.993	0.995	0.7143	1.0000	0.5853	0.371	0.374	0.265	0.757	0.589	0.564	0.7083	1.0000
481	0.2170	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.7364	0.351	0.405	0.265	0.660	0.607	0.434	0.6667	1.0000
482	0.1937	0.000	0.000	0.000	0.000	0.000	0.000	0.7353	1.0000	0.7122	0.396	0.413	0.292	0.692	0.593	0.485	0.7500	1.0000
483	0.2265	0.000	0.000	0.000	0.000	0.000	0.000	0.7292	1.0000	0.7260	0.375	0.428	0.262	0.769	0.706	0.537	0.7083	1.0000
484	0.2209	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6264	0.371	0.414	0.290	0.793	0.745	0.484	0.6667	1.0000
485	0.1829	0.683	0.744	0.611	0.999	0.993	0.995	0.7054	1.0000	0.7105	0.326	0.273	0.283	0.576	0.459	0.457	0.6667	1.0000
486	0.1983	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.7300	0.347	0.349	0.253	0.705	0.612	0.431	0.7083	1.0000
487	0.2089	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6240	0.359	0.364	0.246	0.709	0.537	0.493	0.7500	1.0000
488	0.2104	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.6634	0.390	0.425	0.296	0.726	0.663	0.563	0.7500	1.0000
489	0.2358	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.5715	0.387	0.413	0.300	0.763	0.662	0.612	0.7083	1.0000
490	0.1835	0.681	0.741	0.618	0.999	0.992	0.995	0.7054	1.0000	0.7127	0.367	0.400	0.263	0.704	0.659	0.454	0.7083	1.0000
491	0.1909	0.000	0.000	0.000	0.000	0.000	0.000	0.6912	1.0000	0.8122	0.359	0.394	0.250	0.599	0.565	0.435	0.6667	1.0000
492	0.2129	0.000	0.000	0.000	0.000	0.000	0.000	0.7083	1.0000	0.5633	0.387	0.404	0.286	0.751	0.685	0.516	0.6667	1.0000
493	0.2157	0.000	0.000	0.000	0.000	0.000	0.000	0.7292	1.0000	0.7655	0.327	0.300	0.246	0.510	0.394	0.400	0.7083	1.0000
494	0.2124	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.6979	0.393	0.371	0.278	0.697	0.516	0.533	0.7083	1.0000
495	0.1838	0.685	0.744	0.614	0.999	0.993	0.995	0.7054	1.0000	0.9048	0.308	0.255	0.258	0.486	0.322	0.390	0.7500	1.0000
496	0.2136	0.000	0.000	0.000	0.000	0.000	0.000	0.7222	1.0000	0.6245	0.340	0.335	0.249	0.607	0.516	0.438	0.7500	1.0000
497	0.2223	0.000	0.000	0.000	0.000	0.000	0.000	0.7273	1.0000	0.6923	0.359	0.343	0.259	0.693	0.505	0.547	0.7083	1.0000
498	0.2053	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.6770	0.387	0.447	0.282	0.740	0.710	0.475	0.7083	1.0000
499	0.2081	0.000	0.000	0.000	0.000	0.000	0.000	0.7059	1.0000	0.6185	0.354	0.367	0.246	0.691	0.570	0.491	0.7083	1.0000
500	0.1835	0.684	0.744	0.612	0.999	0.993	0.995	0.7143	1.0000	0.7738	0.321	0.355	0.245	0.652	0.589	0.412	0.7500	1.0000
501	0.1928	0.000	0.000	0.000	0.000	0.000	0.000	0.7105	1.0000	0.6864	0.400	0.441	0.284	0.716	0.672	0.468	0.6667	1.0000
502	0.2085	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.6593	0.353	0.396	0.249	0.782	0.626	0.556	0.7083	1.0000
503	0.2068	0.000	0.000	0.000	0.000	0.000	0.000	0.7885	1.0000	0.6407	0.377	0.381	0.280	0.759	0.624	0.517	0.7083	1.0000
504	0.2126	0.000	0.000	0.000	0.000	0.000	0.000	0.6786	1.0000	0.6529	0.386	0.385	0.281	0.711	0.623	0.503	0.7500	1.0000
505	0.1824	0.683	0.744	0.612	0.999	0.993	0.995	0.7143	1.0000	0.8286	0.342	0.294	0.260	0.514	0.351	0.415	0.6667	1.0000
506	0.2038	0.000	0.000	0.000	0.000	0.000	0.000	0.7083	1.0000	0.6734	0.340	0.333	0.286	0.698	0.622	0.477	0.7083	1.0000
507	0.2060	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6469	0.363	0.363	0.264	0.775	0.627	0.550	0.7083	1.0000
508	0.2114	0.000	0.000	0.000	0.000	0.000	0.000	0.7273	1.0000	0.7701	0.375	0.347	0.248	0.647	0.449	0.476	0.7083	1.0000
509	0.2245	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.7111	0.344	0.386	0.269	0.584	0.485	0.510	0.6667	1.0000
510	0.1825	0.682	0.741	0.613	0.999	0.992	0.995	0.7143	1.0000	0.7058	0.370	0.383	0.269	0.565	0.507	0.437	0.6667	1.0000
511	0.2110	0.000	0.000	0.000	0.000	0.000	0.000	0.7833	1.0000	0.7495	0.328	0.319	0.280	0.667	0.553	0.515	0.6667	1.0000
512	0.2105	0.000	0.000	0.000	0.000	0.000	0.000	0.6562	1.0000	0.8322	0.346	0.248	0.275	0.577	0.367	0.459	0.6667	1.0000
513	0.2125	0.000	0.000	0.000	0.000	0.000	0.000	0.7206	1.0000	0.7850	0.291	0.250	0.259	0.557	0.442	0.425	0.7083	1.0000
514	0.2271	0.000	0.000	0.000	0.000	0.000	0.000	0.7222	1.0000	0.7815	0.363	0.368	0.270	0.705	0.559	0.501	0.7083	1.0000
515	0.1832	0.683	0.744	0.611	0.999	0.993	0.995	0.7054	1.0000	0.8352	0.342	0.369	0.245	0.531	0.447	0.419	0.6667	1.0000
516	0.2279	0.000	0.000	0.000	0.000	0.000	0.000	0.7750	1.0000	0.6705	0.375	0.430	0.269	0.740	0.645	0.497	0.6667	1.0000
517	0.2070	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.7063	0.362	0.325	0.293	0.635	0.547	0.491	0.7083	1.0000
518	0.2134	0.000	0.000	0.000	0.000	0.000	0.000	0.6765	1.0000	0.6287	0.363	0.384	0.254	0.600	0.505	0.486	0.7083	1.0000
519	0.2354	0.000	0.000	0.000	0.000	0.000	0.000	0.6364	1.0000	0.6597	0.387	0.385	0.295	0.721	0.574	0.518	0.7083	1.0000
520	0.1842	0.682	0.741	0.613	0.999	0.992	0.995	0.7054	1.0000	0.6375	0.397	0.411	0.252	0.668	0.549	0.529	0.7917	1.0000
521	0.2153	0.000	0.000	0.000	0.000	0.000	0.000	0.7083	1.0000	0.6786	0.371	0.389	0.285	0.777	0.653	0.509	0.7500	1.0000
522	0.2136	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6425	0.326	0.350	0.260	0.767	0.675	0.474	0.6667	1.0000
523	0.2059	0.000	0.000	0.000	0.000	0.000	0.000	0.7833	1.0000	0.5807	0.379	0.438	0.276	0.760	0.692	0.529	0.6667	1.0000
524	0.2049	0.000	0.000	0.000	0.000	0.000	0.000	0.6944	1.0000	0.7184	0.362	0.338	0.263	0.600	0.485	0.449	0.7083	1.0000
525	0.1823	0.682	0.743	0.613	0.999	0.992	0.995	0.7143	1.0000	0.7518	0.356	0.313	0.279	0.577	0.449	0.462	0.6667	1.0000
526	0.2222	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.7405	0.348	0.259	0.290	0.605	0.379	0.550	0.7500	1.0000
527	0.2088	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.6487	0.343	0.406	0.259	0.733	0.650	0.446	0.7083	1.0000
528	0.1961	0.000	0.000	0.000	0.000	0.000	0.000	0.7708	1.0000	0.6601	0.313	0.374	0.242	0.618	0.618	0.402	0.7083	1.0000
529	0.2145	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.5694	0.373	0.339	0.290	0.762	0.591	0.556	0.6667	1.0000
530	0.1830	0.685	0.746	0.615	0.999	0.992	0.995	0.7054	1.0000	0.7008	0.361	0.339	0.285	0.630	0.490	0.487	0.7083	1.0000
531	0.2041	0.000	0.000	0.000	0.000	0.000	0.000	0.7206	1.0000	0.7292	0.371	0.329	0.288	0.648	0.425	0.567	0.7917	1.0000
532	0.2257	0.000	0.000	0.000	0.000	0.000	0.000	0.6786	1.0000	0.7263	0.370	0.370	0.286	0.624	0.482	0.559	0.6667	1.0000
533	0.1951	0.000	0.000	0.000	0.000	0.000	0.000	0.7885	1.0000	0.5207	0.367	0.357	0.286	0.750	0.595	0.591	0.7083	1.0000
534	0.2072	0.000	0.000	0.000	0.000	0.000	0.000	0.7167	1.0000	0.6692	0.337	0.392	0.262	0.571	0.514	0.464	0.7083	1.0000
535	0.1833	0.683	0.744	0.613	0.999	0.993	0.995	0.7143	1.0000	0.7088	0.299	0.242	0.256	0.586	0.397	0.508	0.7083	1.0000
536	0.2111	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.7515	0.370	0.321	0.268	0.648	0.473	0.454	0.6667	1.0000
537	0.2329	0.000	0.000	0.000	0.000	0.000	0.000	0.6591	1.0000	0.6331	0.341	0.351	0.264	0.805	0.685	0.569	0.7500	1.0000
538	0.2243	0.000	0.000	0.000	0.000	0.000	0.000	0.8500	1.0000	0.7281	0.360	0.331	0.276	0.643	0.430	0.543	0.7083	1.0000
539	0.2121	0.000	0.000	0.000	0.000	0.000	0.000	0.7206	1.0000	0.7481	0.348	0.392	0.261	0.638	0.496	0.503	0.6667	1.0000
540	0.1840	0.682	0.741	0.613	0.999	0.992	0.995	0.7054	1.0000	0.7612	0.388	0.349	0.302	0.597	0.475	0.464	0.6667	1.0000
541	0.2189	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.7890	0.370	0.367	0.280	0.661	0.522	0.544	0.7083	1.0000
542	0.2150	0.000	0.000	0.000	0.000	0.000	0.000	0.6731	1.0000	0.6860	0.398	0.360	0.334	0.767	0.618	0.506	0.6667	1.0000
543	0.2297	0.000	0.000	0.000	0.000	0.000	0.000	0.7115	1.0000	0.6592	0.355	0.308	0.286	0.739	0.614	0.520	0.6667	1.0000
544	0.2152	0.000	0.000	0.000	0.000	0.000	0.000	0.7206	1.0000	0.7224	0.378	0.394	0.262	0.659	0.582	0.447	0.7083	1.0000
545	0.1832	0.686	0.751	0.617	0.999	0.992	0.995	0.7054	1.0000	0.6681	0.357	0.346	0.272	0.732	0.580	0.506	0.6667	1.0000
546	0.2055	0.000	0.000	0.000	0.000	0.000	0.000	0.7222	1.0000	0.6843	0.424	0.378	0.343	0.735	0.547	0.570	0.7500	1.0000
547	0.2121	0.000	0.000	0.000	0.000	0.000	0.000	0.7143	1.0000	0.6774	0.364	0.326	0.293	0.613	0.437	0.496	0.7083	1.0000
548	0.2141	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.7238	0.389	0.406	0.279	0.666	0.542	0.494	0.7083	1.0000
549	0.2024	0.000	0.000	0.000	0.000	0.000	0.000	0.6786	1.0000	0.7142	0.332	0.307	0.268	0.545	0.390	0.453	0.7083	1.0000
550	0.1839	0.682	0.744	0.610	0.999	0.993	0.995	0.7054	1.0000	0.7601	0.335	0.377	0.219	0.552	0.539	0.337	0.6667	1.0000
551	0.2133	0.000	0.000	0.000	0.000	0.000	0.000	0.6818	1.0000	0.8314	0.327	0.304	0.266	0.587	0.436	0.494	0.7083	1.0000
552	0.2156	0.000	0.000	0.000	0.000	0.000	0.000	0.7308	1.0000	0.6127	0.345	0.385	0.259	0.752	0.705	0.518	0.7083	1.0000
553	0.2010	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6300	0.381	0.375	0.283	0.715	0.521	0.541	0.6667	1.0000
554	0.2132	0.000	0.000	0.000	0.000	0.000	0.000	0.7292	1.0000	0.7074	0.372	0.331	0.290	0.728	0.527	0.531	0.7083	1.0000
555	0.1836	0.687	0.744	0.617	0.999	0.993	0.995	0.7054	1.0000	0.8129	0.340	0.350	0.246	0.555	0.453	0.461	0.7083	1.0000
556	0.2116	0.000	0.000	0.000	0.000	0.000	0.000	0.6667	1.0000	0.8181	0.347	0.349	0.252	0.585	0.454	0.436	0.6667	1.0000
557	0.2054	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.6673	0.373	0.331	0.310	0.614	0.504	0.496	0.7500	1.0000
558	0.2146	0.000	0.000	0.000	0.000	0.000	0.000	0.7321	1.0000	0.6459	0.326	0.354	0.283	0.619	0.555	0.497	0.7083	1.0000
559	0.2137	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.7716	0.326	0.385	0.227	0.644	0.571	0.425	0.7500	1.0000
560	0.1827	0.685	0.744	0.614	0.999	0.993	0.995	0.7143	1.0000	0.7842	0.313	0.248	0.241	0.493	0.341	0.423	0.7083	1.0000
561	0.2421	0.000	0.000	0.000	0.000	0.000	0.000	0.6591	1.0000	0.6811	0.342	0.305	0.297	0.742	0.594	0.529	0.6667	1.0000
562	0.2224	0.000	0.000	0.000	0.000	0.000	0.000	0.8182	1.0000	0.6304	0.374	0.347	0.321	0.768	0.643	0.590	0.7500	1.0000
563	0.2127	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.7449	0.391	0.330	0.302	0.708	0.472	0.525	0.7083	1.0000
564	0.2061	0.000	0.000	0.000	0.000	0.000	0.000	0.7639	1.0000	0.6118	0.341	0.349	0.246	0.706	0.627	0.462	0.7083	1.0000
565	0.1837	0.683	0.744	0.612	0.999	0.993	0.995	0.7054	1.0000	0.7569	0.311	0.305	0.234	0.497	0.364	0.464	0.7083	1.0000
566	0.2120	0.000	0.000	0.000	0.000	0.000	0.000	0.6471	1.0000	0.8836	0.304	0.215	0.251	0.542	0.345	0.475	0.7500	1.0000
567	0.2080	0.000	0.000	0.000	0.000	0.000	0.000	0.6765	1.0000	0.7325	0.372	0.341	0.290	0.746	0.572	0.520	0.6667	1.0000
568	0.2228	0.000	0.000	0.000	0.000	0.000	0.000	0.6731	1.0000	0.5886	0.355	0.344	0.313	0.799	0.669	0.588	0.7083	1.0000
569	0.2080	0.000	0.000	0.000	0.000	0.000	0.000	0.7833	1.0000	0.5572	0.342	0.343	0.264	0.754	0.621	0.532	0.7500	1.0000
570	0.1830	0.682	0.744	0.609	0.999	0.993	0.995	0.7054	1.0000	0.7265	0.344	0.367	0.257	0.631	0.527	0.489	0.7083	1.0000
571	0.2191	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.7269	0.372	0.377	0.286	0.704	0.595	0.456	0.6667	1.0000
572	0.2190	0.000	0.000	0.000	0.000	0.000	0.000	0.7000	1.0000	0.6994	0.345	0.351	0.262	0.746	0.599	0.539	0.7083	1.0000
573	0.2204	0.000	0.000	0.000	0.000	0.000	0.000	0.7955	1.0000	0.7078	0.314	0.255	0.239	0.517	0.436	0.390	0.7083	1.0000
574	0.2184	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6437	0.296	0.272	0.255	0.516	0.461	0.419	0.7083	1.0000
575	0.1833	0.683	0.744	0.612	0.999	0.993	0.995	0.7054	1.0000	0.7372	0.348	0.379	0.257	0.647	0.574	0.498	0.6667	1.0000
576	0.2313	0.000	0.000	0.000	0.000	0.000	0.000	0.6591	1.0000	0.6215	0.329	0.370	0.219	0.784	0.654	0.521	0.7083	1.0000
577	0.2115	0.000	0.000	0.000	0.000	0.000	0.000	0.8182	1.0000	0.6211	0.364	0.379	0.277	0.732	0.624	0.522	0.7083	1.0000
578	0.2170	0.000	0.000	0.000	0.000	0.000	0.000	0.7667	1.0000	0.5965	0.356	0.379	0.243	0.794	0.681	0.533	0.7083	1.0000
579	0.2175	0.000	0.000	0.000	0.000	0.000	0.000	0.7250	1.0000	0.6349	0.363	0.398	0.244	0.693	0.575	0.498	0.6667	1.0000
580	0.1838	0.683	0.744	0.611	0.999	0.993	0.995	0.7143	1.0000	0.6038	0.339	0.325	0.260	0.515	0.353	0.465	0.6667	1.0000
581	0.2134	0.000	0.000	0.000	0.000	0.000	0.000	0.6964	1.0000	0.6362	0.370	0.392	0.283	0.732	0.603	0.521	0.6667	1.0000
582	0.2056	0.000	0.000	0.000	0.000	0.000	0.000	0.6765	1.0000	0.7069	0.409	0.455	0.278	0.665	0.618	0.512	0.7083	1.0000
583	0.2089	0.000	0.000	0.000	0.000	0.000	0.000	0.7344	1.0000	0.6498	0.367	0.344	0.303	0.680	0.521	0.571	0.7500	1.0000
584	0.2067	0.000	0.000	0.000	0.000	0.000	0.000	0.6875	1.0000	0.6572	0.369	0.350	0.289	0.738	0.558	0.538	0.7083	1.0000
585	0.1842	0.683	0.744	0.612	0.999	0.993	0.995	0.7054	1.0000	0.7658	0.344	0.314	0.275	0.572	0.456	0.439	0.7500	1.0000
586	0.2147	0.000	0.000	0.000	0.000	0.000	0.000	0.7857	1.0000	0.6534	0.371	0.348	0.280	0.702	0.541	0.548	0.7500	1.0000
587	0.2067	0.000	0.000	0.000	0.000	0.000	0.000	0.7353	1.0000	0.7909	0.339	0.324	0.241	0.559	0.453	0.402	0.6667	1.0000
588	0.2143	0.000	0.000	0.000	0.000	0.000	0.000	0.6538	1.0000	0.6340	0.324	0.294	0.302	0.806	0.720	0.533	0.6667	1.0000
589	0.2118	0.000	0.000	0.000	0.000	0.000	0.000	0.7059	1.0000	0.6422	0.417	0.383	0.316	0.713	0.546	0.521	0.7500	1.0000
590	0.1837	0.685	0.744	0.614	0.999	0.993	0.995	0.7054	1.0000	0.7177	0.351	0.351	0.248	0.602	0.522	0.469	0.7083	1.0000
591	0.1992	0.000	0.000	0.000	0.000	0.000	0.000	0.7368	1.0000	0.6682	0.332	0.307	0.285	0.549	0.467	0.438	0.7083	1.0000
592	0.2378	0.000	0.000	0.000	0.000	0.000	0.000	0.7500	1.0000	0.7136	0.356	0.366	0.248	0.713	0.526	0.550	0.7500	1.0000
593	0.2042	0.000	0.000	0.000	0.000	0.000	0.000	0.7361	1.0000	0.7562	0.393	0.334	0.329	0.741	0.548	0.583	0.7500	1.0000
594	0.2155	0.000	0.000	0.000	0.000	0.000	0.000	0.7206	1.0000	0.8045	0.362	0.278	0.274	0.537	0.373	0.395	0.6667	1.0000
